userID	gender	age	occupation	zip	movieType	mode	median	improvement	Labels
5275	M	25	17	60611	Drama	90	90	14.09	['Wide Awake (1998)', 'Goodbye Lover (1999)', 'Harmonists The (1997)', 'Aime & Jaguar (1999)']
2098	M	35	20	48067	Drama	90	90	13.84	['Emperor and the Assassin The (Jing ke ci qin wang) (1999)', 'Joe the King (1999)', 'Deterrence (1998)', 'Five Senses The (1999)']
380	M	25	2	92024	Drama	90	90	14.46	['Grateful Dead (1995)', 'Ilsa She Wolf of the SS (1974)', 'Nil By Mouth (1997)', 'Something for Everyone (1970)']
381	M	35	17	89015	Drama	90	90	14.10	['Naked (1993)', 'Blue Collar (1978)', 'American Dream (1990)', 'Faust (1994)']
382	F	35	20	66205	Drama	90	70	14.45	['Sanjuro (1962)', 'Before the Rain (Pred dozhdot) (1994)', 'Shawshank Redemption The (1994)', 'Godfather The (1972)']
383	F	25	7	78757	Drama	90	80	14.11	['Sanjuro (1962)', 'Shawshank Redemption The (1994)', "Some Mother's Son (1996)", 'Raiders of the Lost Ark (1981)']
385	M	25	6	68131	Drama	90	90	14.48	['Love Serenade (1996)', 'Pompatus of Love The (1996)', 'Julien Donkey-Boy (1999)', 'Mating Habits of the Earthbound Human The (1998)']
386	M	25	0	55408	Drama	90	90	13.75	['Love & Sex (2000)', 'Sleepaway Camp (1983)', 'Source The (1999)', 'Rawhead Rex (1986)']
387	F	35	7	55111	Drama	90	90	14.01	['Steam', 'Georgia (1995)', 'Heavyweights (1994)', 'Twin Town (1997)']
389	M	25	6	68128	Drama	90	90	14.19	['Panther (1995)', 'Xiu Xiu', "God Said 'Ha!' (1998)", 'Glass Bottom Boat The (1966)']
4758	F	56	13	03261	Drama	90	90	14.22	['Harmonists The (1997)', 'Fall (1997)', 'Careful (1992)', 'Star Maps (1997)']
4759	F	50	0	04259	Drama	90	90	14.78	['Julien Donkey-Boy (1999)', 'Six-String Samurai (1998)', 'Bastard Out of Carolina (1996)', 'Mighty Peking Man (Hsing hsing wang) (1977)']
5463	M	35	0	53202	Drama	90	90	14.08	['Slipper and the Rose The (1976)', 'When Night Is Falling (1995)', 'Love in the Afternoon (1957)', 'Once Upon a Time... When We Were Colored (1995)']
4750	F	25	0	91107	Drama	90	90	14.33	['Adventures of Elmo in Grouchland The (1999)', 'Sleepaway Camp (1983)', 'Inferno (1980)', 'Velocity of Gary The (1998)']
4751	M	50	15	02474	Drama	90	70	14.18	['For All Mankind (1989)', 'Chushingura (1962)', 'He Walked by Night (1948)', 'Shawshank Redemption The (1994)']
4752	F	18	4	94121	Drama	90	90	13.96	['Total Eclipse (1995)', 'Quatermass II (1957)', 'No Small Affair (1984)', "Besieged (L' Assedio) (1998)"]
5273	M	56	20	91030	Drama	90	90	13.85	['Star Maps (1997)', 'Velocity of Gary The (1998)', 'Last Summer in the Hamptons (1995)', 'Grateful Dead (1995)']
4754	F	18	0	91107	Drama	90	80	14.33	['Dear Diary (Caro Diario) (1994)', 'Source The (1999)', 'Love Serenade (1996)', 'Perfect Blue (1997)']
4756	M	56	16	55901	Drama	90	90	14.16	['King of Masks The (Bian Lian) (1996)', 'Chushingura (1962)', 'Love and Other Catastrophes (1996)', 'Bandits (1997)']
4757	M	35	17	23451	Drama	90	90	13.96	['I Confess (1953)', 'Kaspar Hauser (1993)', 'Free Enterprise (1998)', 'Stalker (1979)']
5872	M	25	17	61265	Drama	90	90	13.41	['Make Mine Music (1946)', 'Love Serenade (1996)', 'Twin Town (1997)', 'Whatever Happened to Aunt Alice? (1969)']
5873	M	18	12	10021	Drama	90	80	14.49	['Sanjuro (1962)', "Some Mother's Son (1996)", 'Shawshank Redemption The (1994)', 'For All Mankind (1989)']
5870	M	25	14	98109	Drama	90	70	14.44	['Sanjuro (1962)', 'Shawshank Redemption The (1994)', 'Godfather The (1972)', 'For All Mankind (1989)']
5871	F	25	4	01002	Drama	90	90	14.60	['Faces (1968)', 'Othello (1952)', 'Filth and the Fury The (2000)', 'Girl on the Bridge The (La Fille sur le Pont) (1999)']
5876	M	50	7	30066	Drama	90	80	13.91	['For All Mankind (1989)', 'Bandits (1997)', 'Eighth Day The (Le Huitime jour ) (1996)', 'Anne Frank Remembered (1995)']
5874	M	25	4	01002	Drama	90	90	14.07	['Inferno (1980)', 'Mad Dog Time (1996)', 'Nightwatch (1997)', 'Last Summer in the Hamptons (1995)']
5875	M	25	4	19103	Drama	90	90	13.70	['Barenaked in America (1999)', 'Eighth Day The (Le Huitime jour ) (1996)', 'Last Days The (1998)', "Dog's Life A (1920)"]
5878	F	25	0	60640	Drama	90	90	13.80	['Land and Freedom (Tierra y libertad) (1995)', 'Visitors The (Les Visiteurs) (1993)', 'Fantastic Planet The (La Plante sauvage) (1973)', 'Faster Pussycat! Kill! Kill! (1965)']
5879	M	35	7	02135	Drama	90	90	14.66	["Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975)", 'Traveller (1997)', 'Twin Dragons (Shuang long hui) (1992)', 'Careful (1992)']
5691	M	35	14	66013	Drama	90	90	14.25	['Chambermaid on the Titanic The (1998)', 'Among Giants (1998)', 'Wisdom (1986)', 'Barenaked in America (1999)']
3759	M	35	6	54751	Drama	90	90	13.37	['Shaft in Africa (1973)', 'Alan Smithee Film', 'Far From Home', 'Inferno (1980)']
3758	F	35	5	02021	Drama	90	90	14.54	['He Walked by Night (1948)', 'Better Living Through Circuitry (1999)', 'Cry the Beloved Country (1995)', 'Screwed (2000)']
4569	M	25	0	21532	Drama	90	85	13.85	['Rocketship X-M (1950)', 'Visitors The (Les Visiteurs) (1993)', 'Nosferatu a Venezia (1986)', 'Angel on My Shoulder (1946)']
3751	F	35	12	55555	Drama	90	90	13.52	['Visitors The (Les Visiteurs) (1993)', 'Harmonists The (1997)', 'Two or Three Things I Know About Her (1966)', 'FairyTale']
3750	F	18	4	94116	Drama	90	90	14.39	['Very Thought of You The (1998)', 'My Life So Far (1999)', 'Inferno (1980)', 'What Happened Was... (1994)']
3753	M	25	7	42518	Drama	90	90	14.71	['Love & Sex (2000)', 'Mating Habits of the Earthbound Human The (1998)', 'Shaft in Africa (1973)', 'Story of G.I. Joe The (1945)']
3752	F	18	1	86314	Drama	90	90	13.69	['Taste of Cherry (1997)', 'Safe Men (1998)', 'Knightriders (1981)', 'Boondock Saints The (1999)']
3755	F	50	14	08810	Drama	90	70	14.22	['For All Mankind (1989)', 'Chushingura (1962)', 'Sanjuro (1962)', 'Shawshank Redemption The (1994)']
3754	M	56	7	94612	Drama	90	80	14.19	['For All Mankind (1989)', 'Sanjuro (1962)', 'Shawshank Redemption The (1994)', 'Last Days The (1998)']
3757	M	25	7	92612	Drama	90	90	13.37	['Sleepaway Camp (1983)', 'Caligula (1980)', 'Six-String Samurai (1998)', 'Steal Big Steal Little (1995)']
3756	M	18	12	53188	Drama	90	90	14.29	['Grateful Dead (1995)', 'Mad Dog Time (1996)', 'Slipper and the Rose The (1976)', 'Hell in the Pacific (1968)']
2190	F	25	15	27603	Drama	90	90	13.79	['Fun and Fancy Free (1947)', 'Love Serenade (1996)', 'Make Mine Music (1946)', 'Bandits (1997)']
2191	M	18	4	45231	Drama	90	90	14.45	['Taste of Cherry (1997)', 'Faraway So Close (In Weiter Ferne So Nah!) (1993)', 'Couch in New York A (1996)', 'Gloria (1999)']
2192	F	25	0	27713	Drama	90	90	14.19	['Get Bruce (1999)', 'Melody Time (1948)', 'All the Vermeers in New York (1990)', 'SubUrbia (1997)']
259	M	25	1	60615	Drama	90	90	14.31	['Dear Diary (Caro Diario) (1994)', 'High Art (1998)', 'Slam (1998)', 'Last Time I Committed Suicide The (1997)']
2194	M	25	17	45233	Drama	90	90	14.23	['Julien Donkey-Boy (1999)', 'My Life So Far (1999)', 'Beat the Devil (1954)', 'Vibes (1988)']
2195	M	1	10	60148	Drama	90	90	14.13	['Dream With the Fishes (1997)', 'Time Regained (Le Temps Retrouv) (1999)', 'Plunkett & MaCleane (1999)', 'Henry']
2196	M	25	12	45140	Drama	90	85	14.71	['Sanjuro (1962)', "I'm the One That I Want (2000)", 'For All Mankind (1989)', "Some Mother's Son (1996)"]
2197	F	25	1	27515	Drama	90	90	14.06	['Steal Big Steal Little (1995)', 'Bandits (1997)', 'Barenaked in America (1999)', 'Hanging Garden The (1997)']
252	M	25	12	94112	Drama	90	90	13.74	['Two or Three Things I Know About Her (1966)', 'Alien Escape (1995)', 'Dear Diary (Caro Diario) (1994)', 'About Adam (2000)']
253	F	25	11	97370	Drama	90	80	14.51	['Dream With the Fishes (1997)', 'Kaspar Hauser (1993)', 'Ciao Professore! (Io speriamo che me la cavo ) (1993)', 'Perils of Pauline The (1947)']
250	M	35	16	11229	Drama	90	80	13.89	['Hype! (1996)', 'Shawshank Redemption The (1994)', 'Sanjuro (1962)', 'Raiders of the Lost Ark (1981)']
251	M	56	17	55105	Drama	90	90	14.31	['Mating Habits of the Earthbound Human The (1998)', 'Georgia (1995)', 'Sleepaway Camp (1983)', 'Where the Buffalo Roam (1980)']
256	M	45	16	55076	Drama	90	80	14.47	['Tales of Terror (1962)', 'Funeral The (1996)', 'Last Days The (1998)', 'Prancer (1989)']
257	M	18	18	55113	Drama	90	90	14.12	['Tic Code The (1998)', 'Julien Donkey-Boy (1999)', 'Hamlet (1948)', 'Poison (1991)']
255	M	35	0	85310	Comedy	90	90	14.04	['Six-String Samurai (1998)', 'Psycho Beach Party (2000)', 'Very Thought of You The (1998)', 'Melody Time (1948)']
2200	M	35	1	60016	Drama	90	80	13.69	['Time Regained (Le Temps Retrouv) (1999)', 'Cleo From 5 to 7 (Clo de 5  7) (1962)', 'Impostors The (1998)', 'Visitors The (Les Visiteurs) (1993)']
2201	M	56	20	46804	Drama	90	90	13.18	['Ciao Professore! (Io speriamo che me la cavo ) (1993)', 'New Rose Hotel (1998)', 'Last Summer in the Hamptons (1995)', 'My Name Is Joe (1998)']
2202	F	1	10	11743	Drama	90	90	14.12	['Visitors The (Les Visiteurs) (1993)', 'Inferno (1980)', 'Plunkett & MaCleane (1999)', 'Twin Town (1997)']
2203	M	45	12	53718	Drama	90	90	14.45	['Unforgettable (1996)', 'Lost Highway (1997)', "God Said 'Ha!' (1998)", 'Tango Lesson The (1997)']
2205	F	25	7	10016	Drama	90	90	14.64	['Ilsa She Wolf of the SS (1974)', 'Georgia (1995)', "Joe Gould's Secret (2000)", 'How to Stuff a Wild Bikini (1965)']
2206	M	45	7	11201	Drama	90	90	13.72	['Fall (1997)', 'Normal Life (1996)', "Isn't She Great? (2000)", 'My Best Fiend (Mein liebster Feind) (1999)']
2207	M	18	4	07508	Drama	90	90	14.70	['Dear Diary (Caro Diario) (1994)', 'Hanging Garden The (1997)', 'Hype! (1996)', 'Hunted The (1995)']
2208	M	25	0	10006	Drama	90	90	13.95	['Taste of Cherry (1997)', 'Wife The (1995)', "Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975)", 'Nobody Loves Me (Keiner liebt mich) (1994)']
2209	M	35	7	10011	Drama	90	80	14.28	['For All Mankind (1989)', 'Sanjuro (1962)', 'Shawshank Redemption The (1994)', "Some Mother's Son (1996)"]
5169	F	50	4	53562	Drama	90	90	14.59	['Georgia (1995)', 'Tic Code The (1998)', 'Passion of Mind (1999)', 'M. Butterfly (1993)']
2428	M	45	17	45255	Drama	90	90	13.89	['House of the Spirits The (1993)', 'Deterrence (1998)', 'Beautiful Thing (1996)', 'Julien Donkey-Boy (1999)']
2429	M	25	2	22903	Drama	90	90	14.35	['Wife The (1995)', 'Nowhere (1997)', 'Still Crazy (1998)', 'Steal Big Steal Little (1995)']
4812	M	18	14	25301	Drama	90	90	14.28	['He Walked by Night (1948)', 'Sleepaway Camp (1983)', 'Bastard Out of Carolina (1996)', 'Source The (1999)']
2420	M	50	7	37938	Drama	90	80	14.58	['Bandits (1997)', 'For All Mankind (1989)', 'Shawshank Redemption The (1994)', 'Godfather The (1972)']
2421	M	35	7	44306	Drama	90	80	14.11	['Steal Big Steal Little (1995)', 'Love & Sex (2000)', 'Bootmen (2000)', 'Safe Men (1998)']
2423	F	45	9	01520	Drama	90	80	14.32	['Visitors The (Les Visiteurs) (1993)', 'Panther (1995)', 'Damsel in Distress A (1937)', 'Two Family House (2000)']
2424	M	25	17	95035	Drama	90	90	14.13	['Still Crazy (1998)', 'Source The (1999)', 'Critical Care (1997)', 'Julien Donkey-Boy (1999)']
2425	F	35	14	45243	Drama	90	90	14.42	['Love Serenade (1996)', 'Dear Diary (Caro Diario) (1994)', 'Faraway So Close (In Weiter Ferne So Nah!) (1993)', 'Lawn Dogs (1997)']
2426	M	56	0	01606	Drama	90	70	13.73	['Bandits (1997)', 'Shawshank Redemption The (1994)', 'Wife The (1995)', 'Usual Suspects The (1995)']
2427	F	25	14	94010	Drama	90	70	14.37	['Sanjuro (1962)', 'Shawshank Redemption The (1994)', 'Godfather The (1972)', 'For All Mankind (1989)']
4810	M	18	12	80526	Drama	90	90	14.58	['Ilsa She Wolf of the SS (1974)', 'Last Summer in the Hamptons (1995)', 'American Dream (1990)', 'Illuminata (1998)']
4817	M	25	1	20912	Drama	90	70	14.52	['Dj Vu (1997)', "Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975)", 'Careful (1992)', 'Circus The (1928)']
4816	F	45	6	04240	Drama	90	90	13.96	['Lovers of the Arctic Circle The (Los Amantes del Crculo Polar) (1998)', 'Idolmaker The (1980)', 'Schizopolis (1996)', 'American Dream (1990)']
4839	F	50	6	95014	Drama	90	70	14.65	['For All Mankind (1989)', 'Chushingura (1962)', 'Wife The (1995)', 'Sanjuro (1962)']
4838	M	45	1	48309	Comedy	90	90	13.99	['Love & Sex (2000)', 'Perfect Blue (1997)', 'Tic Code The (1998)', 'Black Sabbath (Tre Volti Della Paura I) (1963)']
3689	M	25	0	80906	Comedy	90	90	14.64	['American Pimp (1999)', 'All the Vermeers in New York (1990)', 'Visitors The (Les Visiteurs) (1993)', 'Nothing But Trouble (1991)']
3688	M	18	6	21202	Drama	90	90	14.05	['Slipper and the Rose The (1976)', 'Grateful Dead (1995)', 'American Dream (1990)', 'Rosetta (1999)']
4815	F	50	18	04849	Drama	90	90	13.76	['Love Serenade (1996)', 'Normal Life (1996)', 'Love Jones (1997)', 'Psycho Beach Party (2000)']
4529	M	35	6	84102	Drama	90	75	13.96	['For All Mankind (1989)', 'Assault on Precinct 13 (1976)', 'King of Masks The (Bian Lian) (1996)', 'American Dream (1990)']
4528	M	25	14	27605	Drama	90	75	14.85	['Faraway So Close (In Weiter Ferne So Nah!) (1993)', 'Last Days The (1998)', 'Chushingura (1962)', 'Godfather The (1972)']
3683	M	25	2	30606	Drama	90	90	14.32	['Mrs. Dalloway (1997)', 'American Pimp (1999)', 'Purple Noon (1960)', 'Cold Fever ( kldum klaka) (1994)']
3682	F	50	1	10706	Drama	90	90	14.35	['When Night Is Falling (1995)', 'What Happened Was... (1994)', 'Coldblooded (1995)', 'Love in the Afternoon (1957)']
3681	M	25	7	29662	Drama	90	90	13.69	['Barenaked in America (1999)', 'Sleepaway Camp (1983)', 'Love and a .45 (1994)', 'Heavyweights (1994)']
3680	F	25	1	94939	Drama	90	85	13.46	['Ilsa She Wolf of the SS (1974)', 'Rosetta (1999)', 'Grateful Dead (1995)', "Autumn Tale An (Conte d'automne) (1998)"]
3687	F	50	1	62221	Drama	90	90	14.08	['Dream With the Fishes (1997)', 'Nowhere (1997)', 'Safe Men (1998)', 'Rocketship X-M (1950)']
3686	M	25	7	48070	Drama	90	90	13.55	['House of the Spirits The (1993)', 'Last Days The (1998)', 'Cry the Beloved Country (1995)', 'Very Thought of You The (1998)']
3685	M	25	5	55100	Drama	90	90	14.15	['Passion of Mind (1999)', 'Knightriders (1981)', 'Operation Condor 2 (Longxiong hudi) (1990)', 'Kaspar Hauser (1993)']
3684	M	25	17	83713	Drama	90	90	13.85	['Stalker (1979)', 'Tetsuo II', 'Pajama Party (1964)', 'Hell in the Pacific (1968)']
2796	M	25	14	92104	Drama	90	90	13.87	['Source The (1999)', 'Steal Big Steal Little (1995)', 'Last Summer in the Hamptons (1995)', 'Rocketship X-M (1950)']
2518	M	25	7	11793	Drama	90	70	14.89	['Shawshank Redemption The (1994)', 'Godfather The (1972)', "Schindler's List (1993)", 'For All Mankind (1989)']
2519	F	45	2	14850	Drama	90	90	13.16	['Dj Vu (1997)', 'Queens Logic (1991)', 'Head On (1998)', 'Cavalcade (1933)']
2515	M	45	12	37914	Comedy	90	90	13.77	['Love Serenade (1996)', 'Steal Big Steal Little (1995)', 'Welcome to Woop-Woop (1997)', 'End of Violence The (1997)']
2516	F	45	6	37909	Drama	90	90	14.07	['Love & Sex (2000)', 'Passion of Mind (1999)', 'Knightriders (1981)', 'Hi-Lo Country The (1998)']
2517	F	35	9	53806	Drama	90	90	14.29	['Underground (1995)', 'Bandits (1997)', 'Barenaked in America (1999)', 'Cruise The (1998)']
2510	M	25	7	37930	Drama	90	90	14.42	['Barenaked in America (1999)', 'Make Mine Music (1946)', 'Chushingura (1962)', 'From the Journals of Jean Seberg (1995)']
2511	M	25	7	15209	Drama	90	80	14.08	['For All Mankind (1989)', 'Cruise The (1998)', 'Shawshank Redemption The (1994)', 'Wife The (1995)']
2513	M	56	1	37922	Drama	90	60	14.27	["Some Mother's Son (1996)", 'For All Mankind (1989)', 'Godfather The (1972)', 'Shawshank Redemption The (1994)']
2734	F	18	4	02912	Drama	90	90	14.28	['Grateful Dead (1995)', 'If Lucy Fell (1996)', 'Love & Sex (2000)', 'Plunkett & MaCleane (1999)']
2735	M	25	7	22903	Drama	90	90	14.21	['Autumn Sonata (Hstsonaten ) (1978)', 'For All Mankind (1989)', 'Shawshank Redemption The (1994)', 'King of Masks The (Bian Lian) (1996)']
2736	M	45	12	80303	Drama	90	70	14.65	['For All Mankind (1989)', 'Godfather The (1972)', 'Grateful Dead (1995)', 'Sanjuro (1962)']
2737	M	25	3	50311	Drama	90	90	13.23	['Six-String Samurai (1998)', 'Funny Bones (1995)', 'Seven Beauties (Pasqualino Settebellezze) (1976)', 'Specials The (2000)']
2730	M	35	11	48640	Comedy	90	90	14.04	['Down to You (2000)', 'Crazy in Alabama (1999)', 'Germinal (1993)', 'Rocketship X-M (1950)']
2731	M	35	7	11050	Comedy	90	90	14.66	['Filth and the Fury The (2000)', 'And the Ship Sails On (E la nave va) (1984)', 'Steal Big Steal Little (1995)', 'Character (Karakter) (1997)']
2732	M	45	17	92805	Drama	90	90	14.30	['Ilsa She Wolf of the SS (1974)', 'Last Time I Committed Suicide The (1997)', 'Deterrence (1998)', "Some Mother's Son (1996)"]
2733	M	45	17	94002	Drama	90	90	14.17	['Clean Slate (Coup de Torchon) (1981)', 'Chushingura (1962)', "Ballad of Ramblin' Jack The (2000)", 'Eighth Day The (Le Huitime jour ) (1996)']
5296	F	1	0	27245	Drama	90	90	14.11	['War Zone The (1999)', 'Grateful Dead (1995)', 'Careful (1992)', 'Head On (1998)']
5294	M	25	2	60626	Drama	90	90	14.56	['Bastard Out of Carolina (1996)', "Dog's Life A (1920)", 'New Age The (1994)', 'American Dream (1990)']
5295	M	35	7	55124	Drama	90	80	13.87	['Bandits (1997)', "Some Mother's Son (1996)", 'Shawshank Redemption The (1994)', 'Raiders of the Lost Ark (1981)']
2738	F	50	2	22181	Drama	90	90	14.33	['Taste of Cherry (1997)', 'Decline of Western Civilization Part II', "Draughtsman's Contract The (1982)", 'Grateful Dead (1995)']
2739	F	35	7	92316	Drama	90	80	14.78	['Sanjuro (1962)', 'Shawshank Redemption The (1994)', 'Bandits (1997)', 'Raiders of the Lost Ark (1981)']
5291	M	45	1	44406	Drama	90	75	14.17	["I'm the One That I Want (2000)", 'Before the Rain (Pred dozhdot) (1994)', 'Autumn Sonata (Hstsonaten ) (1978)', "Some Mother's Son (1996)"]
3531	F	25	11	55409	Drama	90	65	14.25	['Chushingura (1962)', 'Ilsa She Wolf of the SS (1974)', 'Scarlet Letter The (1926)', 'For All Mankind (1989)']
3530	M	25	0	77058	Drama	90	90	14.30	["I'm the One That I Want (2000)", 'Damsel in Distress A (1937)', 'Johns (1996)', 'Inferno (1980)']
3533	M	25	2	55344	Drama	90	90	14.50	['Head Above Water (1996)', 'Steal Big Steal Little (1995)', 'Story of G.I. Joe The (1945)', 'Faraway So Close (In Weiter Ferne So Nah!) (1993)']
3532	F	35	14	10028	Drama	90	90	13.80	['Rocketship X-M (1950)', 'Beautiful Thing (1996)', 'Source The (1999)', 'Mating Habits of the Earthbound Human The (1998)']
3534	M	35	17	68506	Drama	90	90	14.24	['Faraway So Close (In Weiter Ferne So Nah!) (1993)', 'Land and Freedom (Tierra y libertad) (1995)', 'Bandits (1997)', 'Man Facing Southeast (Hombre Mirando al Sudeste) (1986)']
3536	M	18	4	57103	Drama	90	90	14.39	['Groove (2000)', 'Last Summer in the Hamptons (1995)', 'Steal Big Steal Little (1995)', 'Funeral The (1996)']
3539	F	25	4	77006	Drama	90	90	14.29	['Perfect Blue (1997)', 'Outlaw The (1943)', 'Xiu Xiu', 'Better Living Through Circuitry (1999)']
3538	M	35	0	40504	Drama	90	90	14.42	['Love Serenade (1996)', "God Said 'Ha!' (1998)", 'Beautiful Thing (1996)', 'Underground (1995)']
5056	M	45	1	16673	Drama	90	85	14.38	['Man Facing Southeast (Hombre Mirando al Sudeste) (1986)', 'Barenaked in America (1999)', 'Once Upon a Time... When We Were Colored (1995)', 'Eighth Day The (Le Huitime jour ) (1996)']
5057	M	50	7	84093	Drama	90	90	13.55	['About Adam (2000)', 'Algiers (1938)', 'Taste of Cherry (1997)', "Dog's Life A (1920)"]
5050	F	18	4	11024	Comedy	90	90	14.71	['How to Stuff a Wild Bikini (1965)', 'Damsel in Distress A (1937)', 'Double Happiness (1994)', 'Inferno (1980)']
5053	M	25	4	84111	Drama	90	90	14.86	['Grateful Dead (1995)', 'Kaspar Hauser (1993)', 'Ilsa She Wolf of the SS (1974)', 'One Night Stand (1997)']
4495	M	18	4	22906	Drama	90	80	13.97	['Very Thought of You The (1998)', 'Circus The (1928)', 'Ciao Professore! (Io speriamo che me la cavo ) (1993)', 'Bandits (1997)']
4339	M	25	2	78748	Drama	90	90	14.57	['Two Women (La Ciociara) (1961)', 'Before the Rain (Pred dozhdot) (1994)', 'Love in the Afternoon (1957)', 'Bandits (1997)']
4336	F	25	0	40241	Drama	90	90	13.81	['Adventures of Elmo in Grouchland The (1999)', 'Hype! (1996)', 'Beautiful Thing (1996)', 'Stalker (1979)']
676	M	18	16	55129	Drama	90	90	15.10	['Land and Freedom (Tierra y libertad) (1995)', 'Secret Adventures of Tom Thumb The (1993)', 'Very Thought of You The (1998)', 'Johns (1996)']
677	M	50	2	94122	Drama	90	80	13.28	['Stalker (1979)', 'Grateful Dead (1995)', 'When Night Is Falling (1995)', 'Hard Core Logo (1996)']
4332	F	25	3	60606	Drama	90	80	13.76	['Fall (1997)', 'Jude (1996)', 'King of Masks The (Bian Lian) (1996)', 'Bastard Out of Carolina (1996)']
4333	M	50	2	33134	Drama	90	90	13.75	['Mating Habits of the Earthbound Human The (1998)', 'Inferno (1980)', "Widows' Peak (1994)", 'Real Blonde The (1997)']
4952	F	25	14	48067	Drama	90	90	13.74	['Psycho Beach Party (2000)', 'Hana-bi (1997)', 'Tic Code The (1998)', 'Secret Adventures of Tom Thumb The (1993)']
4953	M	35	12	55082	Drama	90	90	14.06	['Illuminata (1998)', 'Shaft in Africa (1973)', 'Life of mile Zola The (1937)', 'Roadside Prophets (1992)']
4950	M	25	16	55421	Drama	90	90	14.32	['Love Serenade (1996)', "God Said 'Ha!' (1998)", 'Get Carter (1971)', 'Visitors The (Les Visiteurs) (1993)']
4987	F	56	8	90210	Drama	90	90	13.89	['Autumn Sonata (Hstsonaten ) (1978)', 'Very Thought of You The (1998)', 'Solas (1999)', 'My Life So Far (1999)']
4951	F	35	17	90291	Drama	90	90	14.25	['Barenaked in America (1999)', 'Phantasm IV', 'Grateful Dead (1995)', 'Crime and Punishment in Suburbia (2000)']
3229	F	56	1	93105	Drama	90	90	14.11	['Careful (1992)', 'Julien Donkey-Boy (1999)', "Besieged (L' Assedio) (1998)", 'Knightriders (1981)']
3228	M	25	14	05448	Drama	90	90	13.71	['Bootmen (2000)', 'Love & Sex (2000)', 'Bandit Queen (1994)', 'Bandits (1997)']
3225	M	18	0	15237	Drama	90	60	14.25	['For All Mankind (1989)', 'Shawshank Redemption The (1994)', 'Godfather The (1972)', "Schindler's List (1993)"]
3224	F	25	14	93428	Drama	90	90	13.92	['Schizopolis (1996)', 'Psycho Beach Party (2000)', 'Love and Other Catastrophes (1996)', 'Lodger The (1926)']
3227	F	25	14	60657	Drama	90	90	14.44	['I Confess (1953)', 'Ilsa She Wolf of the SS (1974)', 'Killer', 'Clean Slate (Coup de Torchon) (1981)']
3226	M	35	4	10027	Drama	90	90	14.27	['Cemetery Man (Dellamorte Dellamore) (1994)', 'Real Blonde The (1997)', 'Gate II', 'Overnight Delivery (1996)']
3221	M	25	0	19106	Drama	90	90	14.15	['Grateful Dead (1995)', 'Autumn Sonata (Hstsonaten ) (1978)', 'Wings (1927)', 'Xiu Xiu']
3220	M	35	7	54016	Drama	90	60	14.26	['For All Mankind (1989)', 'Godfather The (1972)', 'Shawshank Redemption The (1994)', 'Raiders of the Lost Ark (1981)']
3223	M	25	20	10014	Drama	90	80	13.91	['For All Mankind (1989)', 'King of Masks The (Bian Lian) (1996)', 'Shawshank Redemption The (1994)', 'Godfather The (1972)']
4957	M	25	2	48197	Drama	90	90	14.28	['Star Maps (1997)', 'Nil By Mouth (1997)', 'Ilsa She Wolf of the SS (1974)', 'Hell in the Pacific (1968)']
4954	M	45	0	92679	Drama	90	90	13.66	['Slam (1998)', 'Taste of Cherry (1997)', 'Grateful Dead (1995)', 'Children of the Revolution (1996)']
4955	M	56	13	55804	Drama	90	90	14.82	['Filth and the Fury The (2000)', 'Chushingura (1962)', 'All the Vermeers in New York (1990)', 'Until the End of the World (Bis ans Ende der Welt) (1991)']
2848	M	25	0	47401	Drama	90	90	14.62	['Careful (1992)', 'Perils of Pauline The (1947)', 'Dear Diary (Caro Diario) (1994)', 'Six-String Samurai (1998)']
2849	M	45	11	94114	Drama	90	90	14.63	['Fun and Fancy Free (1947)', 'Last Summer in the Hamptons (1995)', 'Free Enterprise (1998)', 'Love Serenade (1996)']
2846	F	18	4	91604	Drama	90	70	14.49	['Time Regained (Le Temps Retrouv) (1999)', 'Grateful Dead (1995)', 'Eighth Day The (Le Huitime jour ) (1996)', 'Two Women (La Ciociara) (1961)']
2847	M	18	4	10027	Drama	90	90	14.46	['Funeral The (1996)', 'A Chef in Love (1996)', 'Stalker (1979)', 'Star Maps (1997)']
2844	M	25	20	87103	Drama	90	90	14.08	['Smiling Fish and Goat on Fire (1999)', 'Tic Code The (1998)', 'Nina Takes a Lover (1994)', 'Before the Rain (Pred dozhdot) (1994)']
2845	M	25	4	74074	Drama	90	90	14.49	['Children of Heaven The (Bacheha-Ye Aseman) (1997)', 'Faraway So Close (In Weiter Ferne So Nah!) (1993)', 'Land and Freedom (Tierra y libertad) (1995)', 'Normal Life (1996)']
2842	M	35	17	30145	Drama	90	80	14.32	['Your Friends and Neighbors (1998)', 'Chuck & Buck (2000)', 'Last Summer in the Hamptons (1995)', "I'm the One That I Want (2000)"]
2843	F	25	4	78705	Drama	90	90	14.23	['Chushingura (1962)', 'Love and Other Catastrophes (1996)', 'Beat the Devil (1954)', 'Two Family House (2000)']
2840	M	25	0	60660	Drama	90	90	13.51	['Taste of Cherry (1997)', 'Great Ziegfeld The (1936)', 'Fun and Fancy Free (1947)', 'Prancer (1989)']
