userID,gender,age,occupation,zip,city,state,movieType,mode,median,improvement
5473,M,25,1,20120,Centreville,VA,Drama,90,90,4
3326,M,45,7,64138,Kansas City,MO,Drama,90,80,3
5471,M,18,7,10016,New York,NY,Drama,90,90,2
3328,M,56,19,91790,West Covina,CA,Drama,90,90,4
3329,M,50,18,72601,Harrison,AR,Drama,90,90,4
3589,F,45,0,80010,Aurora,CO,Drama,90,90,2
5478,M,35,7,02766,Norton,MA,Drama,90,90,2
5479,M,35,1,50014,Ames,IA,Drama,90,90,3
1775,M,25,4,70115,New Orleans,LA,Drama,90,90,4
1774,M,25,17,99003,Chattaroy,WA,Drama,90,90,2
1777,M,25,20,17022,Elizabethtown,PA,Drama,90,90,3
1776,M,25,0,45801,Lima,OH,Comedy,90,90,1
5270,M,25,12,87571,Taos,NM,Drama,90,90,3
5271,F,25,0,94110,San Francisco,CA,Drama,90,90,1
1773,M,18,4,07030,Hoboken,NJ,Comedy,90,90,1
1772,M,56,2,90680,Stanton,CA,Drama,90,80,3
1779,M,18,1,78133,Canyon Lake,TX,Drama,90,90,3
1778,M,18,4,94704,Berkeley,CA,Drama,90,90,4
2806,M,1,10,15208,Pittsburgh,PA,Drama,90,90,4
326,M,50,11,25302,Charleston,WV,Drama,90,90,4
3974,M,35,0,30741,Rossville,GA,Drama,90,90,3
2998,F,25,1,45241,Cincinnati,OH,Drama,90,90,2
1159,M,18,0,48314,Sterling Heights,MI,Drama,90,90,3
1158,F,35,1,98026,Edmonds,WA,Drama,90,90,3
1155,M,25,12,90278,Redondo Beach,CA,Drama,90,90,2
5433,F,35,17,45014,Fairfield,OH,Drama,90,90,3
1157,M,45,7,30253,Mcdonough,GA,Drama,90,70,4
3976,F,25,0,44107,Lakewood,OH,Drama,90,90,2
1151,M,25,15,46805,Fort Wayne,IN,Drama,90,90,2
1150,F,25,20,75226,Dallas,TX,Drama,90,90,3
1152,M,18,4,30328,Atlanta,GA,Drama,90,90,0
5519,M,35,15,33167,Miami,FL,Drama,90,90,1
5518,M,50,17,78666,San Marcos,TX,Drama,90,90,2
5128,M,50,7,94709,Berkeley,CA,Drama,90,80,0
30,F,35,7,19143,Philadelphia,PA,Drama,90,70,3
5511,M,45,1,92407,San Bernardino,CA,Drama,90,90,1
5510,M,18,4,191004,-,-,Drama,90,90,2
5513,M,35,1,91768,Pomona,CA,Drama,90,70,5
5512,F,25,17,01701,Framingham,MA,Drama,90,90,1
5515,M,18,4,16101,New Castle,PA,Drama,90,90,2
5514,F,1,10,76501,Temple,TX,Drama,90,60,2
3602,M,25,12,55443,Minneapolis,MN,Drama,90,90,2
5516,F,50,16,98257,La Conner,WA,Comedy,90,90,3
1551,M,25,11,20008,Washington,DC,Drama,90,90,2
2999,M,25,7,33813,Lakeland,FL,Drama,90,90,2
1553,F,25,15,64116,Kansas City,MO,Drama,90,90,3
1552,M,45,20,10021,New York,NY,Drama,90,90,1
1555,F,18,0,20008,Washington,DC,Drama,90,60,2
1554,F,35,12,17013,Carlisle,PA,Drama,90,90,2
1557,F,18,4,10039,New York,NY,Drama,90,90,4
1556,M,18,4,48073,Royal Oak,MI,Comedy,90,90,1
1559,M,35,8,10014,New York,NY,Drama,90,70,3
54,M,50,1,56723,Fisher,MN,Drama,90,60,1
57,M,18,19,30350,Atlanta,GA,Drama,90,90,1
2993,M,18,19,12133,North Hoosick,NY,Drama,90,90,2
51,F,1,10,10562,Ossining,NY,Drama,90,90,3
2995,M,25,15,97333,Corvallis,OR,Drama,90,90,4
3032,M,25,0,47303,Muncie,IN,Drama,90,90,2
2997,F,35,16,45238,Cincinnati,OH,Drama,90,90,3
536,M,25,20,01267,Williamstown,MA,Drama,90,90,2
535,M,35,6,95370,Sonora,CA,Drama,90,80,2
534,M,25,15,55902,Rochester,MN,Drama,90,90,4
533,M,25,12,27514,Chapel Hill,NC,Drama,90,90,3
532,M,25,7,94301,Palo Alto,CA,Drama,90,80,1
531,F,18,14,22206,Arlington,VA,Drama,90,90,4
1558,M,18,6,60611,Chicago,IL,Drama,90,80,1
3735,M,25,0,10009,New York,NY,Horror,90,70,2
3036,M,56,13,14843,Hornell,NY,Drama,90,90,3
539,M,25,2,55103,Saint Paul,MN,Drama,90,90,3
538,M,56,16,95407,Santa Rosa,CA,Drama,90,70,2
3037,F,25,2,97333,Corvallis,OR,Drama,90,90,4
5139,M,50,16,12866,Saratoga Springs,NY,Drama,90,90,3
303,M,25,7,20006,Washington,DC,Drama,90,90,4
3030,M,35,1,48103,Ann Arbor,MI,Drama,90,90,3
1909,M,18,4,89146,Las Vegas,NV,Drama,90,90,4
5623,M,25,11,84109,Salt Lake City,UT,Drama,90,90,2
3031,M,18,4,48135,Garden City,MI,Drama,90,90,3
5605,F,18,2,95008,Campbell,CA,Drama,90,90,1
5137,M,18,18,65265,Mexico,MO,Drama,90,80,3
5607,M,18,4,11209,Brooklyn,NY,Drama,90,90,2
5606,F,25,14,21046,Columbia,MD,Drama,90,90,4
5601,M,35,1,98225,Bellingham,WA,Drama,90,90,3
5600,F,45,0,12833,Greenfield Center,NY,Comedy,90,80,3
5603,M,50,7,02461,Newton Highlands,MA,Drama,90,90,2
3295,M,18,18,92123,San Diego,CA,Drama,90,90,3
9,M,25,17,61614,Peoria,IL,Drama,90,90,2
3033,M,18,4,02906,Providence,RI,Comedy,90,90,3
2506,F,25,14,98225,Bellingham,WA,Drama,90,90,1
4406,M,25,16,80013,Aurora,CO,Drama,90,90,2
528,F,18,17,83843,Moscow,ID,Drama,90,90,2
1975,M,18,4,97361,Monmouth,OR,Drama,90,90,2
3297,M,18,4,91325,Northridge,CA,Drama,90,90,3
3290,M,25,14,90292,Marina Del Rey,CA,Drama,90,80,3
3291,F,25,7,27516,Chapel Hill,NC,Drama,90,80,3
429,M,18,0,54901,Oshkosh,WI,Drama,90,90,0
428,F,18,4,55455,Minneapolis,MN,Drama,90,80,3
836,M,25,11,10023,New York,NY,Drama,90,60,3
5131,F,25,1,77707,Beaumont,TX,Drama,90,90,5
1399,M,18,17,10804,Wykagyl,NY,Drama,90,90,0
1397,M,35,7,55901,Rochester,MN,Drama,90,90,5
1396,F,25,12,94530,El Cerrito,CA,Drama,90,90,4
1395,M,25,2,07026,Garfield,NJ,Drama,90,90,2
1394,F,25,3,94117,San Francisco,CA,Drama,90,90,3
1393,M,18,4,06430,Fairfield,CT,Drama,90,90,2
1392,M,45,3,90006,Los Angeles,CA,Drama,90,90,2
1391,M,35,15,20723,Laurel,MD,Comedy,90,75,1
1390,M,35,16,99352,Richland,WA,Drama,90,90,3
3812,M,35,17,78749,Austin,TX,Comedy,90,90,2
3452,M,25,14,07702,Shrewsbury,NJ,Drama,90,90,2
3811,M,25,15,98103,Seattle,WA,Drama,90,90,3
3816,F,25,3,90020,Los Angeles,CA,Drama,90,90,5
3817,M,35,3,20122,Centreville,VA,Drama,90,90,4
3814,M,25,15,98102,Seattle,WA,Drama,90,80,3
3815,M,25,17,53406,Racine,WI,Drama,90,90,3
3818,M,45,17,32837,Orlando,FL,Drama,90,70,1
3819,M,25,12,36115,Montgomery,AL,Drama,90,90,3
4834,F,45,9,03862,North Hampton,NH,Drama,90,90,3
856,F,45,6,02453,Waltham,MA,Drama,90,80,3
3456,M,25,17,54401,Wausau,WI,Drama,90,90,3
4692,F,25,7,78703,Austin,TX,Drama,90,90,3
302,M,18,4,04901,Waterville,ME,Drama,90,90,2
3457,M,25,20,19083,Havertown,PA,Drama,90,90,3
494,F,35,0,17870,Selinsgrove,PA,Drama,90,90,4
4299,F,25,2,43617,Toledo,OH,Drama,90,90,0
852,M,25,5,92105,San Diego,CA,Drama,90,90,4
4295,M,18,18,90605,Whittier,CA,Drama,90,90,2
4294,M,1,10,75633,Carthage,TX,Drama,90,90,1
4296,M,56,6,33030,Homestead,FL,Drama,90,80,2
4291,M,35,14,98125,Seattle,WA,Drama,90,90,5
4290,M,25,17,98661,Vancouver,WA,Drama,90,90,1
4293,F,45,9,55391,Wayzata,MN,Comedy,90,90,5
4292,M,25,0,98178,Seattle,WA,Drama,90,90,3
3512,M,18,17,02140,Cambridge,MA,Drama,90,90,2
4695,M,18,18,56002,Mankato,MN,Drama,90,90,3
4403,M,25,15,90066,Los Angeles,CA,Drama,90,90,2
4691,F,45,17,55419,Minneapolis,MN,Comedy,90,90,4
3517,M,18,12,53713,Madison,WI,Drama,90,60,1
590,F,35,6,98032,Kent,WA,Drama,90,90,1
4266,M,56,13,78681,Round Rock,TX,Drama,90,80,3
1321,F,25,14,34639,Land O Lakes,FL,Drama,90,90,3
258,M,25,7,55436,Minneapolis,MN,Comedy,90,90,1
5831,M,25,1,92120,San Diego,CA,Drama,90,80,3
4748,M,45,16,60302,Oak Park,IL,Drama,90,90,3
4743,M,56,13,63122,Saint Louis,MO,Drama,90,80,2
4742,M,25,3,94118,San Francisco,CA,Drama,90,90,3
4741,M,35,7,15203,Pittsburgh,PA,Drama,90,80,3
4740,F,25,3,38134,Memphis,TN,Drama,90,90,3
4747,M,18,4,26201,Buckhannon,WV,Drama,90,90,2
4746,M,50,1,19087,Wayne,PA,Drama,90,90,3
4745,F,18,4,06268,Storrs Mansfield,CT,Drama,90,90,3
4744,M,50,15,12740,Grahamsville,NY,Drama,90,70,3
5869,F,25,7,19103,Philadelphia,PA,Drama,90,90,2
1108,M,56,1,93003,Ventura,CA,Drama,90,80,2
4697,M,18,10,79605,Abilene,TX,Drama,90,80,3
5865,M,25,17,95926,Chico,CA,Drama,90,90,3
5864,F,50,1,28043,Forest City,NC,Drama,90,90,3
5861,F,50,1,98499,Lakewood,WA,Drama,90,90,5
5860,F,25,4,91428,-,-,Drama,90,90,1
5863,F,25,14,89511,Reno,NV,Drama,90,80,2
2689,M,25,12,27511,Cary,NC,Drama,90,90,2
5723,M,18,12,55057,Northfield,MN,Drama,90,90,3
2331,M,56,1,48104,Ann Arbor,MI,Drama,90,80,0
4061,M,50,6,32726,Eustis,FL,Drama,90,80,3
3685,M,25,5,55100,-,-,Drama,90,90,0
2183,F,56,1,11795,West Islip,NY,Drama,90,90,3
2181,M,25,0,45245,Cincinnati,OH,Drama,90,90,3
2180,M,25,12,27713,Durham,NC,Drama,90,90,1
2187,M,45,16,60126,Elmhurst,IL,Drama,90,90,1
2186,M,18,5,41018,Erlanger,KY,Drama,90,90,3
229,M,18,10,04576,Southport,ME,Drama,90,90,4
228,M,25,15,55455,Minneapolis,MN,Drama,60,60,2
4606,F,1,10,90291,Venice,CA,Drama,90,90,4
4607,M,25,0,27403,Greensboro,NC,Drama,90,90,1
2189,M,1,10,60148,Lombard,IL,Drama,90,80,3
224,F,18,4,14850,Ithaca,NY,Drama,90,90,3
223,M,25,17,28262,Charlotte,NC,Drama,90,90,3
222,M,25,1,55116,Saint Paul,MN,Drama,90,70,4
221,F,25,0,94063,Redwood City,CA,Drama,90,80,4
220,M,25,12,22903,Charlottesville,VA,Drama,90,75,1
2213,F,25,0,60622,Chicago,IL,Drama,90,90,3
2212,M,18,4,80521,Fort Collins,CO,Drama,90,80,3
2211,M,45,6,01950,Newburyport,MA,Drama,90,90,0
2217,M,1,10,44906,Mansfield,OH,Drama,90,85,3
2216,F,25,20,60612,Chicago,IL,Drama,90,70,4
2215,F,25,0,93940,Monterey,CA,Drama,90,90,4
2214,F,25,1,46807,Fort Wayne,IN,Drama,90,90,2
712,M,25,0,95136,San Jose,CA,Drama,90,90,2
2219,M,25,6,60060,Mundelein,IL,Drama,90,90,4
2218,M,35,17,64153,Kansas City,MO,Drama,90,70,1
3698,M,25,7,53202,Milwaukee,WI,Drama,90,90,4
4359,M,18,4,33168,Miami,FL,Drama,90,90,1
4699,F,18,0,91765,Diamond Bar,CA,Drama,90,90,2
2230,F,45,1,60302,Oak Park,IL,Drama,90,90,3
864,F,25,0,97205,Portland,OR,Drama,90,80,3
3549,F,35,7,60137,Glen Ellyn,IL,Drama,90,80,1
4521,M,35,12,15202,Pittsburgh,PA,Drama,90,90,1
5721,M,45,11,90046,Los Angeles,CA,Drama,90,90,4
151,F,25,20,85013,Phoenix,AZ,Drama,90,90,5
150,M,35,7,98144,Seattle,WA,Drama,90,90,4
153,M,1,10,51537,Harlan,IA,Drama,90,75,2
152,M,18,4,48104,Ann Arbor,MI,Drama,90,90,3
155,M,35,12,07470,Wayne,NJ,Drama,90,90,3
157,M,35,16,12866,Saratoga Springs,NY,Drama,90,90,3
156,F,45,7,14519,Ontario,NY,Drama,90,90,3
2433,M,25,4,22903,Charlottesville,VA,Drama,90,80,3
158,M,56,7,28754,Mars Hill,NC,Drama,90,65,4
2431,F,25,4,22903,Charlottesville,VA,Drama,90,70,3
2430,M,25,4,22902,Charlottesville,VA,Comedy,90,90,3
2437,M,25,4,22923,Barboursville,VA,Drama,90,90,1
2436,M,25,7,22902,Charlottesville,VA,Drama,90,90,4
2435,M,25,4,22903,Charlottesville,VA,Drama,90,90,3
2434,M,25,4,22901,Charlottesville,VA,Drama,90,80,3
2237,F,35,6,14905,Elmira,NY,Drama,90,90,2
1686,M,35,12,94062,Redwood City,CA,Drama,90,80,3
5764,F,50,12,77098,Houston,TX,Drama,90,70,4
123,M,35,9,67208,Wichita,KS,Drama,90,90,4
92,F,18,4,44243,Kent,OH,Drama,90,90,2
4988,M,25,17,55105,Saint Paul,MN,Drama,90,90,3
4512,M,25,1,16508,Erie,PA,Drama,90,90,2
5762,F,35,6,55125,Saint Paul,MN,Drama,90,90,3
4510,M,45,7,92503,Riverside,CA,Drama,90,90,3
4511,M,35,7,62234,Collinsville,IL,Drama,90,70,2
4516,M,18,4,53142,Kenosha,WI,Drama,90,90,2
4517,F,18,1,48067,Royal Oak,MI,Drama,90,90,4
4514,M,18,3,48604,Saginaw,MI,Drama,90,80,4
4207,M,35,1,90731,San Pedro,CA,Drama,90,90,3
4204,M,35,7,06905,Stamford,CT,Drama,90,90,4
2508,F,35,3,77429,Cypress,TX,Drama,90,90,2
2507,M,25,4,94107,San Francisco,CA,Drama,90,70,3
3201,M,45,7,35216,Birmingham,AL,Drama,90,90,2
2505,M,25,7,55405,Minneapolis,MN,Drama,90,75,1
4205,F,25,15,87801,Socorro,NM,Drama,90,80,0
2503,M,35,17,19360,New London,PA,Drama,90,90,2
2502,M,56,13,49423,Holland,MI,Drama,90,90,2
2501,M,25,15,37923,Knoxville,TN,Drama,90,60,2
374,F,35,14,55346,Eden Prairie,MN,Drama,90,90,3
2727,M,25,11,60603,Chicago,IL,Drama,90,90,2
2726,M,45,11,02155,Medford,MA,Drama,90,90,2
2725,M,35,7,30071,Norcross,GA,Drama,90,90,3
2724,F,45,2,27514,Chapel Hill,NC,Comedy,90,90,2
2723,F,25,9,28147,Salisbury,NC,Drama,90,90,4
2721,M,45,14,19382,West Chester,PA,Drama,90,80,2
2720,M,35,0,20795,-,-,Drama,90,90,3
5281,M,25,2,90210,Beverly Hills,CA,Drama,90,90,5
5280,M,18,4,12604,Poughkeepsie,NY,Drama,90,80,3
5283,M,18,2,63138,Saint Louis,MO,Drama,90,90,0
5282,F,18,4,63146,Saint Louis,MO,Drama,90,90,2
5285,M,18,4,55410,Minneapolis,MN,Drama,90,80,3
5284,M,25,16,55426,Minneapolis,MN,Drama,90,90,3
2729,M,50,7,17402,York,PA,Drama,90,80,2
2728,M,35,12,27614,Raleigh,NC,Drama,90,90,3
4367,M,35,0,52057,Manchester,IA,Drama,90,90,1
5049,M,25,12,60613,Chicago,IL,Drama,90,90,3
5048,F,35,7,30350,Atlanta,GA,Drama,90,70,2
5047,M,45,6,23452,Virginia Beach,VA,Drama,90,90,3
5046,M,25,16,60614,Chicago,IL,Drama,90,80,2
5044,F,35,6,23507,Norfolk,VA,Drama,90,70,2
5043,F,18,6,92145,San Diego,CA,Drama,90,80,5
5042,F,18,2,55408,Minneapolis,MN,Drama,90,90,1
5041,F,45,6,60031,Gurnee,IL,Drama,90,80,3
5040,M,45,12,44312,Akron,OH,Drama,90,80,3
1807,M,18,17,20742,College Park,MD,Drama,90,90,1
1806,M,18,4,22032,Fairfax,VA,Drama,90,90,1
1805,M,18,4,22401,Fredericksburg,VA,Drama,90,90,4
1804,M,25,7,22314,Alexandria,VA,Drama,90,90,3
3786,F,25,0,94115,San Francisco,CA,Comedy,90,90,3
3787,F,25,0,94703,Berkeley,CA,Drama,90,70,4
1801,F,25,6,54729,Chippewa Falls,WI,Drama,90,80,3
1800,M,18,4,70118,New Orleans,LA,Drama,90,90,5
3788,F,18,0,94587,Union City,CA,Drama,90,80,4
3789,F,25,0,94110,San Francisco,CA,Drama,90,90,4
4996,M,35,7,94550,Livermore,CA,Drama,90,90,2
4997,M,1,10,90210,Beverly Hills,CA,Comedy,90,90,3
4994,M,45,17,56001,Mankato,MN,Drama,90,90,4
4995,M,50,20,55419,Minneapolis,MN,Drama,90,90,4
4993,M,45,17,54022,River Falls,WI,Comedy,90,90,3
4990,F,25,4,55407,Minneapolis,MN,Drama,90,90,0
3089,M,45,16,93448,Pismo Beach,CA,Drama,90,90,3
4491,M,18,4,52405,Cedar Rapids,IA,Comedy,90,90,3
2160,F,18,19,46556,Notre Dame,IN,Drama,90,70,3
4998,F,18,4,48433,Flushing,MI,Drama,90,90,2
4999,F,56,13,92407,San Bernardino,CA,Drama,90,70,2
5567,M,50,3,78704,Austin,TX,Drama,90,90,3
2269,F,45,0,11217,Brooklyn,NY,Drama,90,70,3
5560,F,35,17,98036,Lynnwood,WA,Drama,90,90,1
5436,M,18,4,90024,Los Angeles,CA,Drama,90,90,5
3374,M,35,5,64801,Joplin,MO,Drama,90,90,1
911,M,50,0,98226,Bellingham,WA,Drama,90,90,2
3088,F,25,4,87110,Albuquerque,NM,Drama,90,90,2
5265,M,45,1,97405,Eugene,OR,Drama,90,90,3
93,M,25,17,95825,Sacramento,CA,Drama,90,90,5
1524,M,18,4,06459,Middletown,CT,Drama,90,90,3
1948,M,1,10,93111,Santa Barbara,CA,Drama,90,90,2
1949,M,18,17,92595,Wildomar,CA,Drama,90,90,3
4726,F,35,16,95828,Sacramento,CA,Drama,90,90,1
1525,F,25,16,94706,Albany,CA,Drama,90,70,0
1942,M,35,5,04901,Waterville,ME,Drama,90,70,4
1943,M,18,4,91501,Burbank,CA,Drama,90,90,2
1940,M,25,12,95158,San Jose,CA,Drama,90,90,2
1941,M,35,17,94550,Livermore,CA,Drama,90,90,2
1946,M,25,14,94110,San Francisco,CA,Drama,90,60,3
1947,M,25,7,94041,Mountain View,CA,Drama,90,90,3
1944,F,18,4,93107,Santa Barbara,CA,Drama,90,90,1
1945,M,25,20,92866,Orange,CA,Drama,90,90,2
854,F,25,16,44092,Wickliffe,OH,Drama,90,90,3
819,M,35,7,60611,Chicago,IL,Drama,90,80,4
1255,M,25,17,94110,San Francisco,CA,Drama,90,90,2
2630,F,18,5,78704,Austin,TX,Drama,90,90,0
1252,M,56,13,94134,San Francisco,CA,Drama,90,90,3
812,M,25,6,37930,Knoxville,TN,Drama,90,80,3
813,M,18,4,70002,Metairie,LA,Drama,90,80,4
814,F,18,4,92612,Irvine,CA,Drama,90,80,2
4268,F,45,20,04046,Kennebunkport,ME,Drama,90,90,4
816,M,45,0,92108,San Diego,CA,Drama,90,90,2
1521,F,25,7,08902,North Brunswick,NJ,Drama,90,90,3
2859,M,18,1,95814,Sacramento,CA,Drama,90,70,3
1991,M,25,20,48309,Rochester,MI,Drama,90,80,3
5183,F,18,20,45202,Cincinnati,OH,Drama,90,90,1
2850,M,18,20,94608,Emeryville,CA,Drama,90,90,2
2853,M,1,1,444555,-,-,Drama,90,60,3
2852,M,25,12,98037,Lynnwood,WA,Drama,90,90,2
5180,M,35,11,85044,Phoenix,AZ,Drama,90,60,2
2857,M,25,0,10469,Bronx,NY,Drama,90,90,2
3192,M,18,4,02912,Providence,RI,Drama,90,90,2
1490,M,50,7,90505,Torrance,CA,Drama,90,90,4
1491,M,18,4,06511,New Haven,CT,Drama,90,80,4
1492,M,25,12,98102,Seattle,WA,Drama,90,90,1
1992,M,18,4,85259,Scottsdale,AZ,Drama,90,90,2
1494,M,25,17,38104,Memphis,TN,Comedy,90,90,3
1495,M,18,0,77341,Huntsville,TX,Drama,90,90,1
1496,M,25,17,94108,San Francisco,CA,Drama,90,90,1
1497,M,50,5,80220,Denver,CO,Drama,90,90,3
1498,M,18,4,02139,Cambridge,MA,Drama,90,90,2
1499,M,1,10,19343,Glenmoore,PA,Drama,90,90,2
3339,M,25,17,44118,Cleveland,OH,Drama,90,90,1
4535,M,18,19,17517,Denver,PA,Drama,90,90,2
4386,M,25,5,74055,Owasso,OK,Drama,90,90,2
1994,M,35,2,89012,Henderson,NV,Drama,90,70,0
1700,M,25,20,98119,Seattle,WA,Drama,90,80,3
1701,F,25,4,97233,Portland,OR,Drama,90,90,1
1702,M,18,10,97303,Salem,OR,Drama,90,90,0
1703,M,18,15,77047,Houston,TX,Drama,90,70,1
1704,M,25,4,98926,Ellensburg,WA,Drama,90,90,4
1705,F,18,4,85033,Phoenix,AZ,Drama,90,90,3
1706,M,25,20,19134,Philadelphia,PA,Drama,90,90,3
1707,M,50,1,95070,Saratoga,CA,Drama,90,90,4
1708,M,25,0,64106,Kansas City,MO,Drama,90,80,4
1709,M,25,0,73147,Oklahoma City,OK,Drama,90,90,4
3200,F,25,1,98144,Seattle,WA,Drama,90,90,4
4572,F,1,10,17036,Hummelstown,PA,Drama,90,80,1
5269,M,18,0,37211,Nashville,TN,Drama,90,90,2
424,M,25,17,55112,Saint Paul,MN,Drama,90,80,2
4573,M,50,16,11963,Sag Harbor,NY,Drama,90,90,1
427,M,35,12,55104,Saint Paul,MN,Drama,90,70,3
2091,F,35,20,48044,Macomb,MI,Drama,90,90,2
426,M,18,4,55455,Minneapolis,MN,Comedy,90,90,2
4188,M,50,7,74137,Tulsa,OK,Drama,90,90,2
5188,F,35,9,44406,Canfield,OH,Drama,90,90,2
3659,M,18,4,29649,Greenwood,SC,Drama,90,90,2
1128,M,25,1,72701,Fayetteville,AR,Drama,90,80,4
1129,M,35,17,22309,Alexandria,VA,Drama,90,90,2
1628,M,18,20,90028,Los Angeles,CA,Drama,90,90,4
4576,F,25,7,48237,Oak Park,MI,Drama,90,90,3
3813,M,35,7,80910,Colorado Springs,CO,Drama,90,70,2
1120,M,18,4,95616,Davis,CA,Drama,90,90,2
1121,M,56,7,78701,Austin,TX,Drama,90,90,1
1122,M,56,14,02632,Centerville,MA,Drama,90,85,3
1123,M,50,0,91789,Walnut,CA,Drama,90,90,3
1124,M,25,2,60156,Lake in the Hills,IL,Drama,90,90,2
1125,F,18,4,53715,Madison,WI,Drama,90,90,2
1126,M,56,16,13031,Camillus,NY,Drama,90,80,2
1127,M,25,0,11788,Hauppauge,NY,Drama,90,90,3
558,M,35,20,55108,Saint Paul,MN,Comedy,90,90,3
3655,F,25,7,94121,San Francisco,CA,Drama,90,90,1
313,F,18,4,02138,Cambridge,MA,Drama,90,70,2
4722,M,35,12,55122,Saint Paul,MN,Drama,90,80,3
5437,M,25,11,55426,Minneapolis,MN,Drama,90,90,4
2989,M,35,12,97330,Corvallis,OR,Drama,90,90,3
4472,F,45,16,14424,Canandaigua,NY,Drama,90,90,4
497,F,25,17,55412,Minneapolis,MN,Drama,90,70,2
3029,M,18,4,92037,La Jolla,CA,Drama,90,80,3
3028,M,1,10,12701,Monticello,NY,Drama,90,90,4
2983,M,18,4,97850,La Grande,OR,Drama,90,90,2
3650,M,25,0,60611,Chicago,IL,Comedy,90,90,4
3025,F,35,0,90004,Los Angeles,CA,Drama,90,90,3
2980,M,45,7,91766,Pomona,CA,Drama,90,90,2
2987,M,18,4,15213,Pittsburgh,PA,Drama,90,90,1
2986,M,25,4,24060,Blacksburg,VA,Drama,90,60,2
2985,M,18,4,97333,Corvallis,OR,Drama,90,90,1
2984,M,25,4,48105,Ann Arbor,MI,Drama,90,90,3
524,M,18,0,91320,Newbury Park,CA,Drama,90,90,1
300,M,25,7,78664,Round Rock,TX,Drama,90,90,3
526,M,45,17,94806,San Pablo,CA,Drama,90,90,3
520,F,35,20,55104,Saint Paul,MN,Drama,90,90,1
1019,M,35,1,60640,Chicago,IL,Drama,90,90,3
522,M,25,12,55124,Saint Paul,MN,Drama,90,90,1
523,M,50,7,55105,Saint Paul,MN,Drama,90,90,0
1014,F,45,17,03054,Merrimack,NH,Drama,90,70,1
1015,M,35,3,11220,Brooklyn,NY,Drama,90,90,1
1016,M,56,16,60044,Lake Bluff,IL,Drama,90,90,2
1017,M,35,0,30906,Augusta,GA,Drama,90,90,3
1010,M,25,0,10310,Staten Island,NY,Drama,90,90,1
529,M,35,12,92009,Carlsbad,CA,Drama,90,90,3
1012,F,35,1,30004,Alpharetta,GA,Drama,90,90,4
1013,M,56,13,02576,West Wareham,MA,Drama,90,90,1
1234,M,18,4,91006,Arcadia,CA,Drama,90,75,2
1235,F,25,7,94043,Mountain View,CA,Drama,90,90,1
1236,F,25,1,48316,Utica,MI,Drama,90,70,3
1237,M,18,4,32720,Deland,FL,Drama,90,80,4
1230,M,25,11,95125,San Jose,CA,Drama,90,90,2
1231,M,25,12,60515,Downers Grove,IL,Drama,90,90,2
1232,F,18,4,43235,Columbus,OH,Drama,90,80,3
1233,F,45,20,94519,Concord,CA,Drama,90,90,1
4197,F,45,1,18042,Easton,PA,Drama,90,90,1
4194,M,18,4,60637,Chicago,IL,Drama,90,90,2
1238,F,35,20,11215,Brooklyn,NY,Drama,90,70,3
1239,F,25,20,50111,Grimes,IA,Drama,90,90,4
1091,M,18,5,345567,-,-,Drama,90,90,2
4191,F,45,15,55446,Minneapolis,MN,Drama,90,70,4
5670,M,18,4,48109,Ann Arbor,MI,Drama,90,90,2
5671,M,25,1,02146,Brookline,MA,Drama,90,90,2
5672,F,25,4,43212,Columbus,OH,Drama,90,80,2
5673,F,35,1,55417,Minneapolis,MN,Drama,90,90,1
5674,M,35,7,94306,Palo Alto,CA,Drama,90,90,1
5675,M,35,14,30030,Decatur,GA,Drama,90,80,0
5676,M,25,20,78746,Austin,TX,Drama,90,90,3
5677,M,25,1,13210,Syracuse,NY,Drama,90,90,4
5678,M,35,17,98103,Seattle,WA,Drama,90,90,3
4355,M,50,14,08028,Glassboro,NJ,Drama,90,80,2
3310,M,45,14,12561,New Paltz,NY,Drama,90,65,3
4357,F,35,9,83616,Eagle,ID,Drama,90,90,4
4350,M,18,2,29118,Orangeburg,SC,Drama,90,90,3
4351,M,25,12,37919,Knoxville,TN,Drama,90,90,1
4352,M,18,4,11010,Franklin Square,NY,Comedy,90,80,1
4353,M,25,7,11215,Brooklyn,NY,Drama,90,90,1
4678,M,35,2,90292,Marina Del Rey,CA,Drama,90,80,3
4901,M,25,7,11228,Brooklyn,NY,Drama,90,90,0
438,M,18,11,53705,Madison,WI,Drama,90,90,3
2487,M,45,7,55438,Minneapolis,MN,Drama,90,70,3
436,M,18,4,43023,Granville,OH,Drama,90,90,1
437,M,35,17,55030,Grasston,MN,Drama,90,90,2
434,F,45,3,98155,Seattle,WA,Drama,90,70,2
435,M,25,7,55125,Saint Paul,MN,Comedy,90,90,1
432,M,45,16,55306,Burnsville,MN,Drama,90,90,3
4903,M,35,12,95952,-,-,Drama,90,80,4
2830,M,35,7,94506,Danville,CA,Drama,90,90,1
431,M,18,10,55303,Anoka,MN,Drama,90,90,4
5483,F,25,6,15202,Pittsburgh,PA,Drama,90,90,2
4902,M,35,14,84057,Orem,UT,Drama,90,90,2
3809,M,35,6,20650,Leonardtown,MD,Drama,90,60,4
3808,M,25,7,60010,Barrington,IL,Drama,90,90,2
5004,F,56,1,90402,Santa Monica,CA,Drama,90,70,3
3805,F,35,1,89031,North Las Vegas,NV,Drama,90,90,2
3804,M,25,6,06511,New Haven,CT,Drama,90,70,4
