#zipcode,latitude,longtitude
78602,30.120443,-97.30991
78723,30.306507,-97.68651
78749,30.216108,-97.85828
79414,33.550335,-101.91661
79707,32.021056,-102.16008
79762,31.890374,-102.35398
80020,39.93404,-105.05454
80122,39.582604,-104.95834
80126,39.544549,-104.96808
80132,39.098692,-104.8684
80138,39.523171,-104.70607
80226,39.71222,-105.08918
80246,39.705318,-104.93113
80301,40.044385,-105.21928
80401,39.735745,-105.19337
80433,39.514738,-105.31198
80501,40.171484,-105.10033
80525,40.532354,-105.0535
80538,40.435645,-105.08726
80919,38.925451,-104.85255
80922,38.897344,-104.70145
81008,38.370203,-104.61964
82070,41.232815,-105.75364
82609,42.844915,-106.27255
82901,41.594542,-109.16304
83001,43.468383,-110.75714
83202,42.96866,-112.43182
83406,43.458004,-111.95925
83501,46.388753,-116.98484
83651,43.583454,-116.58697
83704,43.63123,-116.28716
83713,43.638314,-116.33059
83814,47.66655,-116.7757
83843,46.727636,-116.98067
83852,48.30476,-116.53305
84041,41.07221,-111.97625
84058,40.278086,-111.71067
84070,40.581595,-111.88821
84078,40.514262,-109.54223
84098,40.726899,-111.53674
84102,40.759246,-111.86371
84119,40.696596,-111.95239
84341,41.780998,-111.80904
84405,41.165551,-111.9675
84601,40.230954,-111.68006
84720,37.75164,-113.16557
84790,37.075039,-113.55568
85013,33.50711,-112.08483
85016,33.503742,-112.03235
85027,33.698731,-112.11429
85028,33.585037,-112.00815
85029,33.598841,-112.12023
85040,33.393323,-112.02857
85215,33.479868,-111.6935
85224,33.328951,-111.8735
85233,33.348593,-111.80833
85248,33.239097,-111.86355
85251,33.494152,-111.92079
85260,33.606004,-111.88699
85282,33.394067,-111.92873
85284,33.338333,-111.92962
85286,33.850506,-112.05927
85296,33.319722,-111.76078
85301,33.534128,-112.1767
85364,32.704499,-114.64644
85382,33.689869,-112.24838
85395,33.580089,-112.246311
85635,31.562546,-110.24288
86001,35.279872,-111.72256
86301,34.589477,-112.44726
86336,34.876638,-111.80666
86403,34.483582,-114.33694
87031,34.786133,-106.70536
87106,35.078246,-106.61747
87110,35.106396,-106.57927
87111,35.135303,-106.52223
87114,35.196446,-106.67336
87120,35.146144,-106.70851
87402,36.785816,-108.14505
87507,35.615216,-105.952788
88001,32.300193,-106.76078
88240,32.70778,-103.16616
88310,32.839921,-105.97561
89015,36.030927,-114.96787
89052,35.979863,-115.09895
89084,36.281388,-115.148644
89119,36.088922,-115.13905
89502,39.499862,-119.77497
89503,39.53636,-119.8373
90008,34.009754,-118.33705
90015,34.038993,-118.26516
90020,34.06646,-118.30863
90025,34.045006,-118.44527
90028,34.098859,-118.32745
90029,34.090259,-118.29455
90036,34.07036,-118.34926
90045,33.960041,-118.3949
90064,34.03457,-118.42843
90065,34.107559,-118.22663
90220,33.890566,-118.23666
90241,33.942289,-118.12901
90247,33.891265,-118.2975
90250,33.914614,-118.35092
90255,33.978404,-118.21773
90291,33.992411,-118.46531
90303,33.934164,-118.33255
90403,34.032159,-118.49022
90503,33.840264,-118.35587
90505,33.810848,-118.35096
90605,33.945413,-118.03362
90630,33.817481,-118.0399
90631,33.934513,-117.95159
90703,33.868314,-118.06754
90740,33.759283,-118.08239
90745,33.823765,-118.2668
90804,33.783467,-118.15182
90807,33.828366,-118.18235
91010,34.137707,-117.96569
91105,34.137857,-118.16329
91107,34.151066,-118.08974
91206,34.156674,-118.22937
91320,34.175038,-118.93956
91344,34.277648,-118.50047
91355,34.406519,-118.56214
91362,34.190804,-118.83704
91367,34.176238,-118.61992
91387,34.421537,-118.419181
91411,34.178305,-118.45858
91504,34.201254,-118.32993
91506,34.169663,-118.32364
91604,34.143856,-118.39429
91605,34.208142,-118.4011
91710,34.015963,-117.68737
91740,34.119245,-117.8548
91748,33.985012,-117.89705
91750,34.117047,-117.77097
91752,34.001846,-117.52759
91754,34.048207,-118.14161
91761,34.036085,-117.6086
91786,34.101659,-117.65776
91789,34.018361,-117.85438
91911,32.608799,-117.0607
91941,32.761801,-117.01273
92019,32.788736,-116.90487
92024,33.053092,-117.26855
92029,33.087868,-117.11558
92037,32.838761,-117.26159
92054,33.202463,-117.36077
92064,32.973645,-117.03701
92069,33.144908,-117.17128
92075,32.997543,-117.26087
92083,33.179587,-117.24461
92108,32.7736,-117.13785
92110,32.766482,-117.20077
92111,32.804972,-117.16871
92121,32.899996,-117.20722
92128,32.998855,-117.07054
92243,32.783359,-115.57746
92253,33.675373,-116.29649
92260,33.715672,-116.38496
92264,33.798669,-116.51887
92308,34.447959,-117.19222
92346,34.12716,-117.20073
92399,34.033564,-117.03776
92408,34.080662,-117.27357
92503,33.91355,-117.46052
92506,33.943615,-117.37239
92507,33.978965,-117.33646
92532,33.696543,-117.3247
92545,33.736743,-117.0217
92562,33.568617,-117.25264
92584,33.66035,-117.18987
92592,33.495343,-117.07657
92606,33.695576,-117.80588
92627,33.647028,-117.91506
92630,33.640223,-117.69108
92647,33.725167,-118.00509
92648,33.673468,-118.00243
92656,33.581533,-117.72474
92660,33.634821,-117.87453
92672,33.427078,-117.61401
92675,33.500843,-117.65866
92688,33.639994,-117.60351
92694,33.570763,-117.63463
92704,33.724167,-117.90623
92705,33.762117,-117.81828
92801,33.844814,-117.95381
92821,33.923463,-117.89559
92843,33.763033,-117.9355
92860,33.925885,-117.55978
92865,33.8318,-117.84739
92868,33.787266,-117.87494
92882,33.866555,-117.59167
92887,33.883223,-117.73856
93003,34.268736,-119.2249
93010,34.231754,-119.05258
93036,34.22942,-119.178814
93065,34.265003,-118.77177
93101,34.420163,-119.7065
93117,34.443746,-119.94215
93230,36.327063,-119.6451
93277,36.311,-119.32637
93401,35.262548,-120.65196
93422,35.474913,-120.676
93436,34.639682,-120.4471
93446,35.640589,-120.70418
93536,34.728857,-118.32683
93551,34.606146,-118.18495
93955,36.615813,-121.83461
94025,37.451688,-122.18385
94080,37.652857,-122.4301
94109,37.792778,-122.42188
94404,37.554335,-122.27032
94521,37.957772,-121.97709
94523,37.951672,-122.07317
94530,37.917774,-122.30426
94531,37.920852,-121.723919
94534,38.245844,-122.101917
94538,37.527237,-121.9679
94558,38.337243,-122.30027
94564,37.997509,-122.29208
94578,37.703427,-122.128
94583,37.75735,-121.95213
94704,37.868575,-122.25855
94901,37.972423,-122.51484
94945,38.117065,-122.56316
94954,38.243299,-122.6069
95008,37.278843,-121.95446
95014,37.317909,-122.04779
95020,37.016943,-121.56581
95035,37.436451,-121.89438
95037,37.137595,-121.66211
95062,36.9707,-121.99086
95076,36.922902,-121.77224
95110,37.335545,-121.89877
95119,37.232244,-121.79092
95242,38.132618,-121.32282
95304,37.889849,-121.253872
95337,37.782332,-121.23578
95348,37.342056,-120.50154
95367,37.731272,-120.94365
95370,37.995238,-120.3437
95380,37.48858,-120.85196
95403,38.480494,-122.74976
95476,38.277147,-122.47058
95482,39.154946,-123.20088
95503,40.757091,-124.1513
95603,38.909605,-121.07971
95610,38.696912,-121.27125
95624,38.421068,-121.36059
95630,38.672127,-121.15783
95642,38.359772,-120.75324
95661,38.731976,-121.2531
95678,38.752434,-121.28933
95688,38.380528,-121.99192
95742,38.607756,-121.18367
95825,38.594205,-121.40726
95832,38.464667,-121.49643
95834,38.642805,-121.50466
95928,39.720955,-121.81888
95945,39.202725,-121.02076
95965,39.558586,-121.58923
95991,39.114138,-121.6196
96080,40.183837,-122.24074
96150,38.908741,-120.00992
97058,45.594257,-121.18944
97062,45.373991,-122.77127
97128,45.210104,-123.20747
97146,46.136322,-123.91753
97217,45.574439,-122.68665
97220,45.546205,-122.56027
97223,45.43884,-122.78224
97303,44.984008,-123.01992
97322,44.62205,-123.061329
97330,44.608694,-123.2752
97365,44.649252,-124.05039
97402,44.062231,-123.16804
97420,43.357357,-124.21086
97470,43.227287,-123.35138
97477,44.061057,-123.01769
97501,42.313498,-122.87944
97526,42.4631,-123.33162
97603,42.169323,-121.70298
97701,44.091256,-121.29769
97914,44.057074,-116.99148
98005,47.611021,-122.16858
98011,47.751471,-122.20257
98012,47.84311,-122.20457
98027,47.522828,-122.02921
98031,47.388461,-122.19644
98032,47.388254,-122.25932
98036,47.808816,-122.28394
98052,47.677471,-122.12138
98057,47.432251,-121.803388
98106,47.53282,-122.35443
98119,47.63877,-122.36694
98133,47.733852,-122.34461
98166,47.458821,-122.34943
98203,47.943468,-122.21792
98258,48.028355,-122.06327
98270,48.061269,-122.1588
98272,47.860245,-121.93734
98366,47.53587,-122.59905
98374,47.140045,-122.26012
98383,47.667257,-122.69055
98520,46.972965,-123.81923
98532,46.630721,-123.01599
98801,47.425497,-120.32881
98837,47.133606,-119.28455
99207,47.693741,-117.38829
99216,47.665819,-117.21699
99218,47.751674,-117.4124
99352,46.279657,-119.28137
99362,45.986775,-118.07919
